District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Location_of_drinking_water_source_Away_Households,State,District,Latitude,Longitude,sex ratio,literacy_rate,male_literacy_rate,female_literacy_rate
406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,1596560,932474,664086,552992,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,3317,77727,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,2999,385255,843,3051,2324,7549,310140,143705,1331,152156,41286,162050,Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,97.0,60.0,69.0,51.0
406,CHHATTISGARH,Bilaspur,2663629,1351574,1312055,1596560,932474,664086,552992,1460432,276691,572292,21658,332556,2540763,57973,20745,6373,2979,2357,29122,3317,77727,519704,8566,30892,549632,188174,737806,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,2999,385255,843,3051,2324,7549,310140,143705,1331,152156,41286,162050,Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,97.0,60.0,69.0,51.0
409,CHHATTISGARH,Durg,3343872,1682101,1661771,2303378,1284612,1018766,458040,1847067,392341,560415,22565,521484,3129745,83499,24304,24276,19587,17209,42569,2683,129193,614109,16141,51289,533448,349741,883189,463598,573291,497668,309508,286244,202424,30555,2363288,823501,3186789,1919832,898241,523656,2143,412665,154,971,1063,3113,373891,179501,925,248578,73761,139609,Chhattisgarh,Durg,21.194463849287164,81.33181639511197,99.0,69.0,76.0,61.0
410,CHHATTISGARH,Raipur,4063872,2048186,2015686,2629749,1493158,1136591,724250,2306208,383279,708993,34078,631314,3881485,103038,23181,16707,8397,17137,10680,3247,166505,728556,20261,59523,673499,395001,1068500,618508,664470,552373,313247,267265,227382,31483,2674728,1247434,3922162,2454299,1038155,560184,11234,564507,369,2863,2443,7057,448306,207630,1382,228246,97810,205131,Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,98.0,65.0,73.0,56.0
411,CHHATTISGARH,Mahasamund,1032754,511967,520787,637963,364089,273874,139581,533494,139199,278073,6135,75853,1008061,12570,5284,2941,521,1495,1417,465,13200,212487,961,5614,274793,35774,310567,179770,194739,152183,78583,57949,33357,5951,702532,384764,1087296,582544,272009,177826,375,204391,207,404,158,1110,162045,29289,341,32733,15861,65170,Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,102.0,62.0,71.0,53.0
412,CHHATTISGARH,Dhamtari,799781,397897,401884,546833,303924,242909,58581,396886,135435,182602,7310,77548,777188,10425,2644,1196,667,3612,3685,364,14568,148926,1016,4804,168689,41792,210481,143128,148544,120146,65196,58875,31319,5096,572304,214637,786941,461125,213021,125429,206,97921,49,212,224,612,100179,37269,127,52879,12167,30830,Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,101.0,68.0,76.0,60.0
414,CHHATTISGARH,Bastar,1413199,698487,714712,650863,382335,268528,37963,686668,284472,287828,10821,143410,1277975,12413,27951,2099,985,3466,86925,1385,22075,157646,1782,9042,316425,54894,371319,183667,178766,139330,60936,57413,32895,3227,656234,729550,1385784,864272,358157,189569,1201,216583,11191,4833,1010,18036,161593,35465,1002,49120,4335,109749,Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,102.0,46.0,55.0,38.0
417,CHHATTISGARH,Bijapur,255230,128663,126567,86919,54076,32843,10122,120705,66504,49859,1399,16763,245151,1617,2709,68,1649,15,3793,228,1022,12516,117,1462,50449,7942,58391,25597,22787,14170,7192,6755,3421,147,80069,163278,243347,167348,63802,23927,153,41215,843,2696,311,4105,26040,2460,255,1982,230,21902,Karnataka,Bijapur,16.84015316666667,75.95909166666665,98.0,34.0,42.0,26.0
418,MADHYA PRADESH,Sheopur,687861,361784,326077,328025,208201,119824,108391,410406,106745,115261,4166,51283,638702,41396,230,6387,201,379,40,526,11701,74770,273,5393,150146,26376,176522,90911,70840,43009,37072,24732,17091,1497,285152,393141,678293,449974,155063,82416,408,112074,96,1562,70,1783,75897,20137,55,20123,9277,48714,Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,90.0,48.0,58.0,37.0
419,MADHYA PRADESH,Morena,1965970,1068417,897553,1179685,747652,432033,421519,1289977,304674,148222,16354,206743,1875495,76159,1092,557,3234,6681,92,2660,45113,131486,1781,20172,319298,95288,414586,288979,285682,228234,170254,115790,71005,8265,1168209,706917,1875126,1254302,452484,257704,1480,280588,210,588,814,1979,212905,72770,367,47948,21698,76634,Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,84.0,60.0,70.0,48.0
420,MADHYA PRADESH,Bhind,1703005,926843,776162,1094917,676513,418404,374799,1182237,231185,158266,9838,121479,1595400,66776,973,4047,12215,19950,73,3571,32268,107819,1166,14368,271211,88385,359596,202629,261162,199044,140743,96011,50222,8059,957870,388473,1346343,1040736,399676,258588,4005,225700,18,41,994,1205,169781,51290,152,39417,9089,77185,Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,84.0,64.0,73.0,54.0
421,MADHYA PRADESH,Gwalior,2032036,1090327,941709,1357210,803114,554096,393068,1346725,130586,120348,22592,411785,1835299,141735,4119,24790,4361,18058,217,3457,165061,306859,15779,46454,172720,272172,444892,235648,235924,204871,193082,166719,193947,23148,1253339,554486,1807825,1218319,519728,291451,2538,181937,94,517,4716,8896,130088,177949,3569,163561,51301,61468,Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,86.0,67.0,74.0,59.0
422,MADHYA PRADESH,Datia,786754,420157,366597,491445,303815,187630,200270,465594,152903,93744,6839,67674,747693,28483,683,490,7923,453,10,1019,17555,97696,616,5251,160453,43401,203854,132176,131372,88949,73398,48978,34853,4262,513988,260076,774064,473097,195131,118186,340,111992,26,204,309,801,83399,33638,262,21821,6790,42499,Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,87.0,62.0,72.0,51.0
423,MADHYA PRADESH,Shivpuri,1726050,919795,806255,900846,573242,327604,321515,966769,383340,220440,13079,142422,1648749,51200,1117,7151,3421,12171,72,2169,35706,148128,1852,15304,367859,66759,434618,261087,214162,125117,84684,58509,44812,6218,794589,719547,1514136,1106084,389652,227989,2325,212618,238,566,1619,3094,179448,39750,671,38459,26331,137164,Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,88.0,52.0,62.0,41.0
424,MADHYA PRADESH,Tikamgarh,1445166,760355,684811,747940,459353,288587,361604,789848,305859,223852,15622,109985,1383475,44143,588,251,109,15569,39,992,21489,132725,1090,10899,322772,60220,382992,202448,188694,143231,78053,58245,35034,5340,711045,659348,1370393,898323,343824,201875,1144,160512,21,66,245,513,140242,26114,181,17280,8854,132858,Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,90.0,52.0,60.0,42.0
425,MADHYA PRADESH,Chhatarpur,1762375,936121,826254,943033,572010,371023,405313,1010578,302228,238364,26390,184815,1676918,70351,1980,968,250,10409,102,1397,36506,176056,1880,15567,375869,95048,470917,270951,236054,160310,112961,77787,59704,7837,925604,770268,1695872,1112636,394060,252417,3262,199315,905,951,535,2657,185719,47529,266,25858,14706,137637,Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,88.0,54.0,61.0,45.0
426,MADHYA PRADESH,Panna,1016520,533480,483040,552559,332140,220419,207990,584522,135445,198847,12201,85505,974748,35214,418,186,37,4734,218,965,13285,76097,653,8501,256744,32179,288923,171707,134936,99251,70359,47903,29795,3052,557003,427997,985000,635347,235035,144827,1311,132218,1453,6923,615,9390,118747,25909,399,20499,4118,88998,Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,91.0,54.0,62.0,46.0
427,MADHYA PRADESH,Sagar,2378458,1256257,1122201,1545719,908607,637112,501630,1372423,203600,378560,140458,283417,2198297,103480,5580,4146,991,62992,168,2804,68482,366494,4546,24811,448408,165507,613915,347752,426916,297079,214137,137899,116753,14346,1554882,711804,2266686,1470688,569166,335432,3172,240463,345,1492,1551,3905,241532,107537,517,108648,26759,160286,Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,89.0,65.0,72.0,57.0
428,MADHYA PRADESH,Damoh,1264219,661873,602346,747715,445737,301978,246337,689624,114611,250165,67383,142436,1186420,47966,1681,1096,119,25005,82,1850,23270,187731,1432,10504,303387,66514,369901,197917,217296,150040,95032,64414,41158,5260,771117,469038,1240155,768929,312593,181403,1294,153855,2437,11217,1116,15377,131839,36196,607,37933,9635,133080,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,91.0,59.0,67.0,50.0
429,MADHYA PRADESH,Satna,2228935,1157495,1071440,1371781,801051,570730,398569,1317586,227967,371584,46056,265742,2158623,59471,2228,1163,364,3135,1689,2262,55196,294702,3754,22751,461831,114173,576004,338947,334635,309536,197373,148091,105499,16052,1450133,715509,2165642,1365647,535086,326049,2153,346813,1244,1046,1474,4617,243532,92951,853,51222,38092,142270,Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,93.0,62.0,69.0,53.0
430,MADHYA PRADESH,Rewa,2365106,1225100,1140006,1441757,845572,596185,383508,1373160,258321,463506,50878,219241,2268838,85414,1964,832,986,655,232,6185,45180,251132,3406,31194,523910,94489,618399,344362,330131,312931,206274,180635,122371,11438,1508142,766166,2274308,1460075,540235,362228,2568,391836,3638,2050,3352,9785,223940,119338,745,40976,40568,197095,Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,93.0,61.0,69.0,52.0
431,MADHYA PRADESH,Umaria,644758,330674,314084,356672,210907,145765,58147,355067,65369,145690,8767,69865,620515,15966,667,190,70,220,6028,1102,12713,67975,839,6360,138100,29966,168066,90791,94011,74854,43418,27216,18144,2784,351218,230782,582000,403030,158140,82984,604,68755,428,1837,524,3118,72784,29250,329,17731,3491,42395,Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,95.0,55.0,64.0,46.0
432,MADHYA PRADESH,Neemuch,826067,422653,403414,508834,307889,200945,111162,407385,175602,136330,4020,102730,741288,67324,1508,1110,224,14165,115,333,34666,145258,1945,8342,174235,67962,242197,137656,127167,83189,69134,53465,42343,6119,519073,289113,808186,476995,217403,131227,442,50773,29,78,1766,3485,73570,50706,1612,74329,12257,51390,Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,95.0,62.0,73.0,50.0
433,MADHYA PRADESH,Mandsaur,1340411,682851,657560,834591,502898,331693,249024,660688,281465,266350,8556,123352,1192588,125548,1120,849,242,19029,77,958,47723,239885,2324,12507,302287,81832,384119,244891,217234,149219,109751,77219,52546,4956,855816,467002,1322818,781000,346861,211815,735,75760,120,119,3062,5300,120560,69544,1999,100429,7858,94307,Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,96.0,62.0,74.0,50.0
434,MADHYA PRADESH,Ratlam,1455069,738241,716828,825880,485090,340790,198612,764089,218692,305946,11928,154414,1267043,151071,3996,1353,175,29353,123,1955,67830,213825,3644,14905,266716,107151,373867,224715,194131,129392,111461,86507,67192,5868,819266,622153,1441419,876905,363858,213560,746,150946,192,3313,1731,7545,128473,62856,2309,92722,34546,101787,Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,97.0,57.0,66.0,48.0
435,MADHYA PRADESH,Ujjain,1986864,1016289,970575,1240990,730817,510173,523869,1089422,289013,302003,19678,286748,1718204,233133,4659,3241,945,24622,211,1849,123526,323379,7501,27733,300765,188684,489449,286534,280030,178295,159263,119586,111290,13282,1148280,659279,1807559,1156749,508302,320502,1311,204927,35,414,2224,4509,159647,111850,1836,129402,48137,112781,Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,96.0,62.0,72.0,53.0
436,MADHYA PRADESH,Shajapur,1512681,780520,732161,894612,543509,351103,353914,794810,287924,303157,8809,117981,1321003,174724,815,631,179,13755,66,1508,32204,232735,1382,10797,312611,73997,386608,271215,239081,141225,111366,75967,48671,3391,890916,544791,1435707,901161,369741,240768,1011,165709,46,447,1548,3110,134672,45762,1069,57416,24080,117832,Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,94.0,59.0,70.0,48.0
437,MADHYA PRADESH,Dewas,1563715,805359,758356,925369,550716,374653,292007,821039,260222,310606,11816,160032,1376591,174259,2355,2330,382,6497,72,1229,59521,270457,3518,16523,274995,101014,376009,242508,225380,149522,125772,94403,55383,4991,897959,565365,1463324,943954,388648,230280,833,191227,183,959,3996,7311,151581,69986,2173,64926,57651,83175,Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,94.0,59.0,68.0,49.0
438,MADHYA PRADESH,Dhar,2185793,1112725,1073068,1077338,638479,438859,145436,1157819,385522,437437,15830,189185,2051219,116202,2261,1607,328,12199,88,1889,75637,349639,2388,18626,412348,103364,515712,262090,244058,164576,134279,99882,66721,6543,978149,1021851,2000000,1377326,533243,273050,2174,219663,1088,7340,4790,18478,171424,89435,5260,122739,30085,158954,Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,96.0,49.0,57.0,41.0
439,MADHYA PRADESH,Indore,3276697,1699627,1577070,2309130,1289631,1019499,545239,2008502,150907,185528,43584,888176,2728225,415142,18523,25696,11496,71667,720,5228,417170,593576,48691,111478,200371,587947,788318,428413,472233,384611,362209,300076,382658,36326,2366526,718174,3084700,1877270,894464,493096,11867,291978,238,590,12126,17644,201299,302125,4690,291070,201907,111910,Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,93.0,70.0,76.0,65.0
441,MADHYA PRADESH,Barwani,1385881,699340,686541,549926,313642,236284,87991,731984,287704,267196,7451,91546,1318869,58222,2967,2361,416,2289,263,494,30115,181139,1158,8516,250358,48912,299270,157337,137116,74067,59100,42649,30754,2581,503604,825034,1328638,923665,302833,158594,789,130983,4359,7002,1916,15518,127727,48225,2241,70117,12669,67109,Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,98.0,40.0,45.0,34.0
442,MADHYA PRADESH,Rajgarh,1545814,790212,755602,804245,488797,315448,295718,800211,285095,330820,12123,117565,1433879,106928,1243,460,121,1599,50,1534,30688,231130,1611,12718,331894,69823,401717,239738,174381,103464,96386,72316,51499,4799,742583,706958,1449541,935230,363218,246447,919,172927,68,1199,1564,3860,150026,35811,1029,44489,26787,156011,Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,96.0,52.0,62.0,42.0
443,MADHYA PRADESH,Vidisha,1458875,769568,689307,862918,512344,350574,292144,908473,168615,228308,12408,141071,1287391,149548,1313,914,295,18490,70,854,41617,181510,1926,12888,292579,83830,376409,242021,214603,123650,104007,65581,59814,6780,816456,512311,1328767,919239,335690,203005,941,208963,182,771,744,1913,148150,80188,216,47389,12846,69081,Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,90.0,59.0,67.0,51.0
444,MADHYA PRADESH,Bhopal,2371061,1236130,1134931,1660690,920314,740376,357516,1503604,73346,105195,24732,664184,1755861,525434,23432,10789,21688,25950,335,7572,281442,452912,40788,94729,118893,581826,700719,229082,303171,287198,211371,178165,266618,30845,1506450,462581,1969031,1405814,625594,330291,9362,159967,339,514,12114,22817,168763,237019,9850,290507,72331,81968,Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,92.0,70.0,74.0,65.0
445,MADHYA PRADESH,Sehore,1311332,683743,627589,780362,469208,311154,271281,725245,201307,227026,9917,147837,1163607,137980,1404,640,357,6232,66,1046,30868,212138,1566,11166,270427,59220,329647,193885,179388,136284,120687,77541,50655,6755,765195,508396,1273591,817608,305605,187611,508,157489,239,1371,775,3087,141398,55011,702,42540,29423,55177,Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,92.0,60.0,69.0,50.0
446,MADHYA PRADESH,Raisen,1331597,700358,631239,820220,479093,341127,225891,813759,138725,228151,17316,133646,1195235,120331,1725,2262,253,10637,190,964,34499,194373,1141,9931,251272,74441,325713,237981,210402,144108,117908,69419,48384,4607,832809,444877,1277686,832939,316319,181524,815,185407,286,945,973,3119,116363,70591,915,55642,18211,87256,Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,90.0,62.0,68.0,54.0
447,MADHYA PRADESH,Betul,1575362,799236,776126,939769,529783,409986,159296,788382,253602,358157,11849,163372,1505745,37590,3271,1078,9651,3759,13048,1220,45270,230974,2109,13755,318945,87704,406649,239114,232532,176325,140402,105696,82761,5876,982706,603098,1585804,938819,392728,242592,1223,170964,620,1444,465,2874,161934,68321,345,88762,20222,96819,Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,97.0,60.0,66.0,53.0
448,MADHYA PRADESH,Harda,570465,294838,275627,352550,203807,148743,92865,339486,68019,101256,6459,55245,527462,38640,683,676,93,1573,55,1283,22174,95066,986,5376,112714,31845,144559,90059,87733,60757,46556,31939,27126,3469,347639,177731,525370,347774,138882,83417,392,65843,50,887,334,1378,46120,38378,107,21860,11807,26483,Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,93.0,62.0,69.0,54.0
449,MADHYA PRADESH,Hoshangabad,1241350,648725,592625,810644,469199,341445,205007,763268,116440,181967,9982,169693,1175203,52269,4453,3127,1550,3888,107,753,61415,198076,2871,14456,209650,105746,315396,159703,183156,145076,119682,89589,84769,9279,791254,344492,1135746,730768,318232,191501,849,148616,382,809,735,2071,101614,108846,145,64944,31892,42102,Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,91.0,65.0,72.0,58.0
450,MADHYA PRADESH,Katni,1292042,662013,630029,790773,460583,330190,155717,748168,112812,223902,31261,175899,1240650,37232,3158,1167,157,5342,2643,1693,38086,172416,2179,13094,276151,72880,349031,198447,207366,161727,112242,80935,53578,6658,820953,465374,1286327,778414,326582,185857,1189,192309,177,946,308,1552,152026,55142,121,50054,18098,81858,Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,95.0,61.0,70.0,52.0
451,MADHYA PRADESH,Jabalpur,2463289,1277278,1186011,1756468,980307,776161,348029,1457665,106882,283636,69946,545160,2159065,203652,23142,13256,4320,33728,21010,5116,192581,452023,20443,58601,272284,352477,624761,267932,352284,313910,268333,222987,235072,24872,1685390,540029,2225419,1387369,679185,391903,4832,251028,715,2047,2383,6068,212728,187442,923,229977,48976,114859,Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,93.0,71.0,77.0,65.0
453,MADHYA PRADESH,Dindori,704524,351913,352611,378714,222759,155955,39782,314599,150084,190962,7958,40921,605435,6736,4238,260,61,687,84006,3101,4576,62372,554,6447,218021,9774,227795,103002,113875,84065,49277,31104,15179,1674,398176,295655,693831,419531,181841,102522,630,92203,4358,4165,475,9494,71877,10050,496,11475,770,87072,Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,100.0,54.0,63.0,44.0
454,MADHYA PRADESH,Mandla,1054905,525272,529633,604962,348033,256929,48425,495256,148931,318909,9453,82356,849518,16558,12450,436,297,1789,170533,3324,18413,143803,912,9042,279674,37258,316932,156711,170994,115632,82166,58066,35476,4587,623632,376944,1000576,614794,278553,160510,1048,125323,2288,5528,294,8645,100032,30628,535,33609,4740,118527,Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,101.0,57.0,66.0,49.0
455,MADHYA PRADESH,Chhindwara,2090922,1064468,1026454,1294198,731294,562904,232244,1132938,283111,422668,14585,237620,1923920,100692,4893,2258,24471,7830,25771,1087,73284,344875,3588,20034,413142,140802,553944,284113,336391,225747,215098,167946,112383,12141,1353819,663446,2017265,1232263,535316,321977,1366,159900,3129,2922,1676,8630,201932,102108,903,164167,13482,134349,Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,96.0,62.0,69.0,55.0
456,MADHYA PRADESH,Seoni,1379131,695879,683252,864194,485341,378853,130797,694697,173665,376404,11957,122408,1145052,79739,1857,360,7288,4982,135315,4538,26893,228695,1182,10417,335045,47542,382587,223650,241327,151636,116124,84398,55984,6427,879546,458811,1338357,809922,363037,205237,935,153343,1054,1290,399,3066,142713,61065,323,65941,9647,109496,Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,98.0,63.0,70.0,55.0
457,MADHYA PRADESH,Balaghat,1701698,842178,859520,1147623,626468,521155,125426,808684,257785,459796,19245,156188,1519384,38542,5295,1050,72162,4778,58064,2423,27283,277927,1712,13306,400074,70793,470867,290699,312640,235251,168635,126308,74213,7414,1215160,493415,1708575,969773,453605,276799,1521,216480,861,1380,284,2716,188210,87044,191,38273,4190,119056,Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,102.0,67.0,74.0,61.0
458,MADHYA PRADESH,Guna,1241519,649362,592157,653980,400537,253443,193115,726622,213949,175615,12079,113254,1172248,49203,1208,3271,529,13474,52,1534,34184,144248,2482,11740,212765,72320,285085,197902,157141,84560,79924,50724,42147,6451,618849,578034,1196883,793150,285176,162104,1089,144013,159,1667,1124,3370,113490,50611,420,46271,18012,77332,Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,91.0,53.0,62.0,43.0
459,MADHYA PRADESH,Ashoknagar,845071,443837,401234,469109,290304,178805,175764,529801,116913,122387,10559,65411,778214,40707,635,8009,1352,15094,27,1033,15886,84720,619,6016,169606,37135,206741,148647,117053,62802,51499,29551,22791,3466,435809,359525,795334,535410,194772,114131,758,120390,64,494,954,1729,84954,30468,217,17501,7376,55282,Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,90.0,56.0,65.0,45.0
